,sex,age_cat,race,juv_crime,priors_count,c_charge_degree,score_text,v_score_text,two_year_recid
3919,1,3,1,1,1,2,3,3,2
3920,2,1,1,1,3,2,2,3,2
3921,2,3,1,1,1,1,2,2,1
3922,2,2,1,1,21,2,2,2,2
3923,2,3,2,3,3,1,3,3,1
3924,1,1,2,1,3,1,1,2,2
3925,1,1,1,1,7,1,2,2,1
3926,2,2,1,2,13,2,1,3,2
3927,2,2,1,1,5,1,2,2,2
3928,2,2,1,1,9,2,3,2,1
3929,2,1,1,1,1,1,2,2,1
3930,2,3,2,1,1,1,2,3,1
3931,2,1,2,1,1,1,2,2,2
3932,2,1,1,1,1,2,2,2,2
3933,2,1,2,1,3,1,3,2,1
3934,2,1,2,1,3,1,3,1,1
3935,1,1,1,1,1,2,2,2,2
3936,2,1,1,1,8,1,2,2,1
3937,2,2,1,1,1,2,2,2,2
3938,2,1,2,1,6,1,2,2,2
3939,2,1,1,1,17,2,1,1,2
3941,1,2,2,1,2,2,2,2,1
3942,2,3,1,1,3,1,3,3,1
3943,2,1,2,1,3,1,2,2,2
3945,2,1,1,2,7,1,1,1,2
3946,1,1,2,1,4,1,2,2,2
3947,2,3,2,1,1,1,1,1,1
3948,2,3,1,1,1,1,3,3,2
3949,2,1,1,1,1,1,2,2,1
3950,2,1,1,1,2,1,3,3,1
3952,2,1,1,1,1,2,2,2,2
3953,2,2,1,1,2,1,2,2,1
3954,2,1,1,1,1,1,2,2,1
3955,2,2,2,1,1,2,2,2,1
3956,1,1,1,3,10,1,1,3,1
3957,2,3,2,1,1,2,3,2,2
3958,2,1,1,1,7,2,2,2,2
3959,2,3,2,2,3,1,1,3,2
3960,1,3,2,1,5,2,1,3,2
3961,1,1,2,1,1,2,2,2,2
3962,2,1,1,1,9,1,1,3,2
3963,2,1,2,2,4,1,3,3,1
3964,1,2,2,1,1,2,2,2,1
3966,1,3,2,1,1,1,3,2,1
3968,2,1,2,1,3,1,2,2,1
3970,2,3,1,1,4,1,3,1,2
3971,2,1,1,1,3,1,2,2,1
3972,2,1,1,1,12,2,1,3,2
3973,1,3,2,1,1,1,3,2,1
3974,2,2,2,1,5,2,3,2,2
3975,2,1,1,1,16,1,1,3,2
3976,2,1,1,1,11,1,3,2,2
3977,2,2,2,1,1,1,3,2,1
3978,2,2,2,1,4,2,2,2,2
3979,2,2,1,1,11,2,3,2,2
3980,2,3,1,1,1,1,2,3,2
3981,2,1,1,1,10,1,1,1,1
3982,2,2,2,1,1,1,2,2,1
3983,2,3,1,1,4,2,3,3,1
3984,2,2,2,1,3,1,2,2,2
3986,2,1,1,1,1,2,2,2,2
3987,1,1,1,1,6,1,3,2,1
3988,1,2,2,1,1,2,2,2,1
3990,2,1,2,1,5,1,2,3,2
3991,2,1,1,1,8,1,2,2,2
3992,2,1,1,1,4,1,1,1,2
3993,1,1,1,1,1,1,2,2,1
3994,2,1,2,1,2,1,2,2,1
3996,2,2,1,1,2,1,2,2,1
3997,2,1,1,1,4,2,1,3,1
3998,2,1,1,1,2,1,2,3,2
4000,2,3,2,1,2,1,2,3,1
4001,1,3,1,1,1,2,1,1,2
4002,2,3,1,1,1,2,2,3,1
4003,2,2,2,1,2,2,2,2,1
4004,2,2,1,1,5,1,2,2,1
4006,2,1,2,1,3,1,3,2,2
4008,2,3,1,2,6,1,3,3,2
4009,2,2,1,1,4,1,3,1,2
4010,2,1,1,2,7,2,2,2,2
4011,2,2,2,1,2,1,2,2,1
4012,1,1,1,1,2,1,3,2,1
4013,1,1,1,1,3,2,3,2,1
4014,2,3,2,1,1,1,3,3,1
4015,2,1,2,1,3,1,2,2,1
4016,2,1,2,2,2,1,2,2,1
4018,2,1,1,1,8,1,3,3,2
4020,2,1,1,1,3,1,1,1,2
4022,1,1,2,1,2,1,2,2,1
4023,2,1,1,2,17,2,1,2,2
4024,2,3,2,1,1,2,2,3,2
4027,2,2,1,1,7,1,2,2,1
4028,2,1,2,1,1,1,3,2,1
4029,2,3,1,1,2,1,3,3,2
4030,2,1,1,1,2,1,3,2,1
4031,2,3,1,1,2,1,3,3,1
4032,2,2,1,1,1,1,2,2,1
4033,2,1,2,1,4,2,2,2,1
4034,2,1,2,1,1,1,1,3,2
4036,2,1,1,1,2,1,1,1,1
4037,2,1,1,2,8,2,3,2,2
4038,1,1,1,1,8,2,2,2,2
4039,2,1,1,5,8,1,1,3,2
4040,2,1,1,1,4,1,2,3,1
4041,1,1,2,1,6,1,3,2,2
4042,2,2,1,1,4,1,2,2,1
4043,2,3,1,1,2,1,2,2,2
4044,2,1,1,2,8,1,3,3,2
4045,2,1,2,1,7,1,2,2,2
4046,2,2,2,1,4,1,2,2,1
4047,2,1,2,4,5,1,2,2,2
4048,2,1,1,1,4,2,3,2,1
4050,2,1,2,1,4,2,2,2,1
4051,1,2,2,1,1,2,2,2,1
4053,2,1,1,1,5,2,2,2,1
4054,1,3,1,1,1,2,2,3,1
4055,2,1,1,1,3,2,2,2,2
4056,2,1,1,1,6,2,1,3,2
4057,2,3,2,1,3,1,2,2,1
4058,1,3,1,1,3,1,3,2,2
4059,1,1,1,1,2,1,3,3,1
4060,1,1,1,1,4,1,1,1,2
4061,2,3,2,1,1,1,2,3,2
4062,2,1,1,1,5,2,3,3,2
4063,2,3,2,1,2,1,2,2,2
4064,2,1,1,1,9,1,3,3,2
4065,2,1,2,1,6,2,3,3,1
4067,2,2,1,1,14,2,3,2,1
4068,2,3,2,1,1,1,2,2,1
4069,1,2,2,1,1,2,2,2,1
4070,1,2,2,1,1,2,2,2,1
4071,2,2,1,1,17,1,3,2,1
4072,1,1,2,1,1,2,2,2,1
4073,2,2,2,1,5,2,2,2,1
4074,2,1,1,1,2,2,2,2,2
4075,2,1,1,1,20,2,3,2,2
4076,2,1,2,1,1,2,2,2,1
4077,1,1,1,1,4,2,1,1,1
4078,2,1,2,2,3,1,3,2,1
4079,2,3,1,1,4,1,3,3,2
4080,2,1,2,1,3,1,3,3,1
4081,2,1,1,1,4,1,3,2,2
4082,2,1,1,1,21,1,1,1,2
4083,1,1,1,1,14,1,1,3,1
4084,2,1,1,8,20,2,1,2,1
4087,1,1,1,1,2,1,2,2,1
4088,2,1,1,4,10,1,1,3,2
4089,2,1,1,1,3,1,3,3,2
4090,2,1,1,3,25,1,1,2,2
4091,2,1,2,1,1,1,2,2,1
4093,2,2,2,1,4,1,2,2,2
4094,2,1,2,1,6,1,2,2,1
4096,2,1,2,2,7,1,1,3,2
4097,2,3,1,1,3,2,3,2,2
4098,2,1,1,1,3,1,3,3,1
4099,2,1,2,2,3,2,2,2,2
4100,2,3,2,3,4,1,1,3,2
4101,2,1,1,1,1,1,3,3,1
4103,2,1,1,1,20,1,3,1,2
4104,2,1,2,1,1,1,2,2,1
4105,2,3,1,1,4,1,1,3,1
4106,2,1,1,1,1,2,2,2,1
4107,1,1,1,1,4,1,2,2,2
4108,1,1,2,1,1,1,3,2,2
4110,2,1,1,2,25,1,1,3,2
4111,2,3,1,1,3,1,3,3,2
4113,2,3,1,4,5,1,1,3,2
4114,2,1,1,2,2,2,3,3,2
4115,1,1,2,1,1,1,2,2,2
4116,2,1,1,1,1,2,3,3,2
4117,2,1,2,1,1,1,2,2,2
4118,2,1,2,1,1,1,2,2,1
4119,2,1,1,1,3,1,3,3,2
4120,2,3,1,1,2,1,2,3,2
4121,1,1,1,1,1,1,3,3,1
4122,2,1,1,1,1,2,2,2,1
4124,1,2,2,1,5,2,2,2,1
4125,1,1,2,1,3,2,2,2,1
4128,2,3,2,1,2,1,2,3,1
4129,1,3,1,2,12,2,1,1,2
4130,2,1,2,1,4,1,2,2,1
4131,2,1,1,1,5,1,3,2,2
4132,2,2,1,1,9,2,3,3,1
4133,2,1,1,1,16,1,1,3,2
4134,2,3,1,1,3,2,2,3,2
4135,2,1,1,1,4,2,3,3,2
4136,1,1,1,1,1,1,3,2,1
4137,2,1,1,1,6,1,3,1,2
4138,2,3,2,1,3,1,2,3,2
4139,2,2,2,1,2,1,2,2,2
4140,2,3,1,2,3,1,3,3,2
4141,2,1,2,1,13,1,3,2,1
4143,2,3,1,1,1,1,1,1,2
4144,2,2,1,1,3,1,2,2,1
4145,2,3,1,1,1,2,1,1,2
4146,2,1,1,1,18,1,1,1,2
4149,1,1,1,1,3,2,2,2,1
4150,2,1,2,4,5,2,3,2,2
4151,1,3,2,1,10,2,1,1,2
4152,2,3,1,1,2,1,1,1,2
4153,2,2,2,1,2,1,2,2,1
4154,2,1,1,1,6,2,1,1,1
4155,2,1,2,1,1,1,2,2,2
4156,2,3,1,1,4,1,3,3,2
4158,1,2,2,1,1,1,3,2,1
4159,2,3,1,1,2,1,3,3,1
4160,2,1,2,1,1,1,2,2,2
4161,2,1,2,1,1,2,2,2,1
4162,2,3,1,1,2,1,2,3,1
4163,2,2,1,1,1,1,3,3,2
4164,2,1,1,1,1,1,2,2,1
4165,2,3,1,1,1,1,2,2,1
4166,2,1,1,2,6,1,3,3,1
4167,2,1,1,1,9,2,1,3,1
4168,2,3,2,1,1,2,1,3,2
4169,2,1,2,1,3,1,3,2,1
4170,1,1,1,1,1,1,2,2,1
4171,1,1,2,1,21,1,1,2,2
4172,2,1,1,1,2,1,2,2,2
4173,2,1,1,2,6,1,3,2,1
4176,1,1,1,1,2,2,2,2,1
4177,2,3,1,1,2,1,3,3,1
4179,2,2,2,1,1,1,2,2,1
4180,1,3,1,1,1,2,3,3,1
4181,1,1,1,1,1,1,2,2,1
4182,2,1,1,1,14,1,1,3,2
4183,2,1,1,1,14,2,1,1,2
4184,2,1,1,1,2,2,2,2,2
4185,2,3,1,1,1,1,3,3,1
4186,2,1,1,1,6,1,3,3,2
4187,2,1,1,1,11,1,1,3,2
4189,2,2,2,1,4,2,2,2,2
4190,2,3,1,4,3,1,3,3,2
4191,2,3,2,1,1,1,2,3,1
4192,2,1,2,1,1,2,2,2,1
4194,2,1,2,1,3,1,3,1,2
4195,2,1,1,1,5,1,3,2,2
4196,2,2,2,1,1,2,2,2,1
4197,2,2,1,1,7,2,2,2,1
4198,2,3,1,1,2,1,1,3,1
4199,2,1,1,1,5,1,3,2,2
4200,2,3,2,1,1,1,1,3,1
4201,2,3,2,2,1,1,1,3,2
4202,2,1,1,1,4,2,2,3,2
4203,1,1,1,1,9,1,3,3,2
4204,2,1,2,1,2,1,3,2,1
4205,2,3,1,1,1,1,1,3,2
4206,1,1,1,1,2,2,3,2,1
4207,1,3,1,1,1,1,3,3,2
4208,2,2,2,1,5,2,1,2,1
4209,2,3,2,1,1,1,1,3,1
4210,2,3,1,1,1,1,1,3,2
4211,2,1,2,1,2,2,2,2,1
4212,1,1,1,1,2,1,2,2,1
4213,2,1,2,1,12,1,2,2,2
4214,2,1,1,1,2,1,2,2,1
4216,2,1,1,1,1,1,2,2,1
4217,2,3,1,1,1,1,3,3,2
4218,2,3,1,1,2,1,3,1,2
4219,2,1,2,1,4,1,3,2,1
4220,2,3,1,2,2,1,1,1,2
4221,2,1,1,1,1,2,1,3,2
4222,1,1,1,1,1,2,2,2,1
4223,2,1,1,1,2,1,3,2,1
4224,2,1,1,1,8,1,2,2,2
4225,2,1,1,1,2,1,2,2,2
4227,2,3,2,1,1,2,2,3,2
4228,1,1,1,2,10,2,1,3,1
4229,2,1,1,1,4,1,2,2,2
4230,2,1,2,1,2,1,2,2,2
4231,2,1,2,1,2,1,2,2,1
4233,2,1,1,1,7,1,1,2,2
4234,2,2,2,1,6,2,2,2,1
4235,1,2,1,1,12,1,1,2,2
4237,2,3,2,3,4,1,3,2,1
4238,2,3,2,5,3,2,1,1,1
4239,1,2,2,1,1,1,2,2,1
4240,2,1,1,1,1,1,2,2,1
4241,2,3,1,1,1,2,2,3,2
4243,1,2,2,1,1,2,2,2,1
4244,2,3,2,1,1,2,3,3,1
4245,2,1,2,1,9,1,2,2,1
4246,2,1,2,1,4,1,3,2,2
4247,2,1,2,1,11,1,1,1,1
4248,2,1,1,1,2,1,3,3,1
4249,1,1,2,1,2,2,2,2,1
4250,2,1,1,1,1,1,2,2,1
4251,2,1,1,1,1,1,2,2,1
4252,2,2,2,1,10,2,3,2,2
4253,2,1,1,5,17,1,1,3,2
4254,2,1,1,1,2,1,1,3,2
4256,1,1,1,1,3,2,2,2,1
4257,2,1,1,1,1,2,2,2,2
4260,2,1,1,1,7,2,1,3,2
4261,2,1,1,1,3,1,2,2,2
4262,2,3,1,5,5,1,1,1,2
4265,2,1,1,4,7,1,2,2,1
4267,2,1,1,2,12,1,3,3,2
4269,2,2,2,1,1,2,2,2,1
4270,2,2,1,1,2,2,2,2,2
4271,2,1,2,1,12,2,3,2,2
4272,1,3,1,1,2,1,2,2,1
4273,2,2,2,1,27,1,3,2,2
4274,2,2,2,1,3,2,2,2,2
4276,2,1,1,1,1,1,2,2,1
4278,2,2,1,1,2,1,2,2,1
4279,2,3,1,2,4,1,1,1,2
4281,2,3,2,1,1,1,3,3,2
4282,2,1,1,1,1,1,2,2,1
4283,2,2,2,1,1,2,2,2,1
4284,1,1,1,1,1,2,2,2,1
4287,2,1,1,1,1,1,2,2,1
4288,2,1,2,1,2,1,3,2,2
4289,2,3,1,1,5,1,1,3,1
4290,2,2,1,1,1,1,2,2,2
4291,2,2,1,1,3,1,2,2,1
4292,2,3,1,1,1,2,2,2,1
4293,2,2,1,1,4,1,2,2,2
4294,2,1,2,1,2,1,2,2,2
4296,2,1,1,3,9,1,1,3,2
4297,2,3,1,1,8,1,3,3,2
4298,2,1,1,1,2,1,2,2,1
4300,2,1,2,1,2,1,2,2,1
4301,2,3,1,1,1,1,2,2,1
4302,1,2,2,1,29,1,1,3,2
4303,1,2,2,1,1,1,2,2,1
4304,2,1,2,1,2,2,2,2,1
4306,2,1,1,1,1,2,2,2,1
4307,2,1,1,1,5,1,3,3,2
4309,2,2,1,1,2,1,2,2,1
4310,2,3,1,1,1,2,3,3,2
4311,2,3,2,1,1,1,3,3,2
4312,1,1,2,1,1,2,2,2,1
4313,2,1,1,3,8,1,3,1,2
4314,2,2,2,1,3,2,2,2,2
4316,1,3,1,1,3,1,3,2,2
4319,2,1,1,1,1,1,1,3,1
4320,2,1,1,1,9,1,1,3,2
4321,2,2,2,1,15,1,2,2,2
4322,2,2,2,1,3,2,2,2,1
4323,2,3,1,2,3,1,3,1,2
4324,2,2,1,1,1,2,2,2,1
4325,2,1,1,1,1,2,2,2,1
4326,2,1,1,5,12,1,1,1,2
4327,2,3,1,1,1,1,2,2,2
4328,2,1,1,1,7,1,1,1,2
4329,2,1,1,1,3,1,3,2,2
4330,2,1,1,1,1,1,3,3,1
4331,1,2,2,1,3,1,2,2,1
4334,2,3,2,1,4,1,1,1,2
4335,2,3,1,1,1,1,2,3,1
4336,2,3,1,1,1,2,3,3,1
4337,2,1,1,1,7,1,2,2,2
4338,2,1,1,4,9,1,3,2,2
4339,2,2,1,1,1,2,2,2,2
4340,1,3,1,1,1,1,3,3,2
4341,1,3,1,1,4,1,1,3,2
4343,2,2,1,1,1,2,2,2,1
4344,2,2,2,1,4,2,2,2,1
4345,2,1,1,3,9,1,1,3,2
4347,2,1,2,1,3,2,2,2,2
4348,2,1,1,1,4,2,2,2,2
4349,2,1,1,1,1,1,2,2,2
4350,1,2,2,1,2,2,2,2,1
4351,2,1,1,1,3,1,2,2,1
4352,2,3,2,1,1,1,2,2,1
4353,2,1,2,1,3,1,2,2,1
4354,2,1,1,7,9,2,3,2,1
4355,2,3,1,1,1,1,3,3,2
4357,2,2,2,1,9,2,2,2,2
4358,2,1,2,1,2,1,3,2,1
4359,2,1,2,1,6,1,3,2,2
4360,2,2,1,1,2,2,2,2,1
4361,2,1,2,1,3,2,2,3,2
4365,2,3,1,2,1,1,3,1,2
4366,1,3,1,1,3,1,1,3,2
4367,2,1,2,1,2,2,3,2,2
4368,2,2,1,1,8,1,2,2,1
4369,1,1,2,1,10,1,3,3,2
4370,2,2,2,1,2,2,2,2,1
4371,2,1,1,2,13,1,3,3,1
4372,2,3,1,2,2,1,3,2,2
4373,1,1,2,1,7,2,1,1,2
4374,2,1,1,1,3,1,2,2,1
4375,2,1,1,3,4,2,2,2,2
4376,2,3,1,2,2,1,1,3,2
4377,2,1,1,4,20,1,1,2,2
4378,2,1,1,1,3,1,3,3,1
4379,2,1,1,1,8,1,3,2,2
4380,2,1,1,3,9,1,1,3,2
4381,2,3,1,1,2,2,1,1,2
4382,1,1,1,1,5,1,3,2,1
4384,1,3,2,3,2,2,2,2,1
4385,2,1,1,1,3,1,1,2,2
4386,2,1,1,1,12,2,1,3,2
4387,2,1,1,1,4,1,3,2,2
4388,2,1,2,1,4,2,2,2,1
4389,2,1,2,1,14,1,1,2,2
4390,2,1,1,1,3,1,2,2,2
4391,1,2,2,1,1,1,3,3,2
4392,2,1,2,1,2,2,2,2,1
4393,2,1,1,7,28,2,1,1,2
4394,2,1,1,1,8,1,3,3,1
4395,1,1,2,1,5,2,3,2,2
4397,2,1,2,1,2,1,3,3,1
4398,2,3,1,2,3,2,1,3,2
4399,2,1,1,1,5,2,2,2,2
4400,2,1,2,1,2,1,1,2,1
4401,1,2,2,1,1,1,1,2,2
4402,2,3,1,1,3,1,1,1,2
4403,1,1,1,1,3,1,3,2,2
4404,2,1,1,1,9,2,3,2,2
4405,2,1,1,1,2,1,2,2,1
4406,2,1,1,1,12,2,2,2,2
4407,2,2,2,1,2,1,2,2,1
4408,2,3,1,1,1,2,2,3,2
4409,2,2,1,1,5,1,2,2,1
4410,2,1,2,1,1,2,2,2,1
4412,2,1,2,1,1,2,2,2,1
4413,1,3,2,1,1,1,3,3,1
4416,2,1,1,1,4,2,2,2,2
4417,1,3,2,1,1,1,3,3,2
4420,1,1,1,1,3,1,2,2,1
4421,2,1,1,1,3,1,2,2,1
4422,1,1,1,1,1,1,2,2,1
4423,1,3,1,1,3,1,3,3,2
4425,2,3,1,1,2,1,2,3,2
4426,2,1,2,1,2,1,2,2,2
4427,2,1,1,1,1,2,2,3,1
4428,2,1,2,1,18,1,2,2,2
4429,2,1,2,1,1,1,2,3,2
4430,2,1,1,1,7,2,1,3,1
4431,2,2,1,1,9,2,2,2,2
4432,2,3,1,1,1,1,1,1,1
4433,1,1,2,1,1,2,2,2,1
4434,2,3,1,1,1,1,3,3,2
4435,1,3,2,1,1,2,3,2,2
4436,2,1,1,1,3,1,2,2,1
4437,2,2,2,1,1,2,2,2,1
4438,1,2,1,1,1,2,2,2,1
4439,1,1,1,1,1,2,1,3,1
4441,2,1,1,1,4,1,3,2,2
4442,2,3,1,4,6,1,1,1,2
4443,2,2,1,1,9,1,2,2,1
4444,2,1,1,1,8,2,2,2,1
4445,2,3,2,1,1,1,2,3,2
4446,2,1,1,1,5,2,1,2,1
4447,2,2,2,1,1,2,2,2,1
4448,2,1,1,1,1,1,2,2,1
4449,2,1,1,1,1,1,3,3,1
4450,2,1,1,1,11,1,1,1,2
4451,2,3,1,1,1,1,2,3,1
4452,2,1,1,1,9,1,3,2,1
4453,2,2,2,1,8,1,3,3,2
4454,2,1,2,1,1,1,3,2,1
4455,2,3,2,1,6,2,3,2,2
4456,2,1,1,1,5,2,2,2,1
4457,2,1,1,1,2,2,2,2,1
4459,2,1,2,1,5,2,3,3,2
4460,1,1,1,1,9,1,1,2,2
4462,2,1,2,1,3,2,2,2,1
4463,2,1,2,1,3,1,2,2,1
4464,2,3,2,1,1,1,2,2,1
4465,2,1,1,1,1,1,3,3,1
4466,1,1,2,1,1,2,2,2,1
4468,2,3,1,1,4,1,3,3,2
4469,2,2,2,1,6,2,2,2,1
4470,1,2,2,1,2,2,2,2,2
4471,1,1,1,1,1,1,2,2,1
4473,2,1,1,1,1,2,2,2,1
4474,2,1,1,5,13,1,1,3,2
4475,2,1,1,1,15,1,3,2,2
4477,2,1,2,1,4,1,3,2,2
4478,1,1,2,1,1,1,2,2,1
4479,2,1,1,1,1,2,3,3,1
4480,2,1,1,1,1,2,2,2,2
4481,2,3,2,11,12,1,1,1,2
4482,2,3,1,1,1,2,1,1,1
4483,2,2,2,1,22,1,3,2,2
4484,2,1,2,8,14,1,3,2,1
4485,2,3,1,1,3,2,2,3,1
4486,2,1,1,1,1,1,2,2,1
4487,1,3,1,1,1,1,2,3,2
4488,2,1,2,6,11,1,1,3,2
4489,2,1,1,3,7,1,2,2,2
4491,2,2,1,2,20,1,1,2,2
4492,1,1,1,1,2,1,2,2,2
4493,2,2,1,1,3,2,3,3,1
4494,2,1,2,1,1,1,2,2,1
4495,2,1,2,4,10,1,3,2,2
4496,2,1,1,1,3,1,1,1,1
4497,2,1,1,1,2,2,3,2,1
4498,2,1,1,4,14,1,1,1,2
4499,2,3,2,1,1,2,2,2,1
4500,2,2,1,1,8,2,2,2,2
4501,2,1,1,1,7,1,3,2,2
4502,2,1,2,1,11,1,3,3,2
4503,1,2,2,1,1,1,2,2,1
4504,2,2,2,1,9,1,2,2,1
4505,2,3,1,1,4,1,3,2,2
4506,2,1,1,1,8,2,2,2,1
4507,1,1,1,1,4,2,3,2,2
4508,2,1,1,1,2,1,2,2,2
4509,2,2,2,1,1,2,2,2,2
4510,1,3,2,1,1,1,1,1,2
4511,2,3,1,1,3,2,1,1,2
4512,2,1,1,1,9,2,1,3,2
4513,2,1,2,1,1,2,2,2,1
4514,2,1,1,2,6,2,1,2,2
4516,1,2,1,1,1,1,2,2,1
4517,2,1,2,1,2,2,2,2,1
4518,2,1,1,1,1,1,2,2,1
4521,2,3,2,1,7,1,1,3,2
4522,2,1,1,2,14,1,1,1,2
4523,2,3,1,2,3,1,2,2,1
4524,2,1,2,1,3,1,2,2,1
4525,2,1,2,1,1,2,2,2,1
4526,1,1,2,1,2,1,2,2,1
4527,2,3,1,1,3,1,3,1,2
4528,2,2,1,1,6,1,2,2,1
4529,2,1,1,1,2,2,2,2,1
4530,2,2,2,1,11,2,2,2,1
4531,2,2,2,1,1,1,2,2,1
4532,2,1,2,1,5,1,3,2,1
4533,2,2,1,1,16,1,1,2,2
4534,2,2,2,1,3,1,2,2,1
4535,2,1,1,1,5,2,2,2,2
4536,2,3,2,1,3,1,2,2,2
4537,2,1,2,1,7,1,1,1,1
4538,2,3,1,2,3,1,1,1,2
4539,1,2,2,1,1,2,2,2,1
4540,2,2,1,1,9,1,1,3,2
4541,2,3,1,1,1,1,3,1,2
4542,2,2,2,1,1,2,2,2,2
4543,2,1,2,1,2,1,2,2,2
4544,2,1,1,1,1,1,2,2,2
4545,1,1,1,1,2,2,3,2,1
4546,2,2,2,1,1,2,2,2,1
4547,2,1,2,1,5,1,2,2,2
4548,2,1,1,1,6,1,3,2,2
4549,1,3,1,1,1,2,3,3,1
4550,2,1,2,1,1,2,2,2,1
4551,2,1,1,1,6,2,2,2,2
4552,1,1,1,1,17,1,3,2,1
4553,2,3,1,4,4,1,1,3,2
4554,2,2,1,1,2,1,2,2,2
4555,1,2,2,1,2,2,2,2,1
4556,1,3,2,1,1,2,3,3,1
4557,2,1,1,1,5,1,1,3,2
4558,1,2,1,1,2,2,2,2,1
4559,2,3,1,3,8,2,1,3,2
4560,2,3,2,1,2,1,2,3,1
4561,2,1,2,1,1,1,3,3,2
4562,2,1,1,1,5,2,3,3,1
4563,2,1,1,1,3,1,3,2,1
4564,2,1,1,4,13,2,1,1,1
4565,2,3,2,1,1,1,2,3,1
4566,2,1,1,2,6,1,1,3,2
4567,2,2,1,1,2,1,2,2,1
4568,2,3,1,4,2,1,3,3,1
4569,2,1,1,1,2,1,3,3,2
4570,2,1,2,1,1,2,3,3,2
4572,2,2,2,1,2,1,2,2,2
4573,2,1,1,1,2,1,2,2,1
4574,2,1,1,4,17,1,1,1,2
4575,2,3,2,1,1,1,2,3,1
4576,2,3,1,2,2,1,3,2,2
4578,2,3,1,1,2,2,1,3,2
4579,2,1,1,1,2,1,1,3,1
4580,2,1,1,12,18,1,1,3,2
4581,2,2,2,1,1,2,2,2,1
4582,2,1,2,1,4,2,2,2,1
4584,2,2,2,1,1,2,2,2,1
4585,2,3,1,1,2,2,1,1,1
4586,2,1,2,1,1,2,2,2,1
4587,2,1,2,1,1,1,2,2,1
4588,1,3,1,1,1,1,3,3,1
4590,2,3,1,1,1,2,3,3,2
4591,2,1,1,1,6,2,2,2,1
4592,1,3,1,1,1,2,2,3,2
4593,2,1,1,1,1,2,2,3,1
4594,2,1,2,1,1,2,2,2,1
4595,2,1,1,1,1,1,2,2,2
4596,1,1,2,1,2,2,3,2,2
4597,2,1,1,1,2,1,2,2,1
4598,2,3,2,1,1,2,2,3,2
4599,2,3,1,1,2,1,3,1,1
4600,2,2,2,1,4,1,2,2,2
4601,2,1,2,1,5,1,2,2,2
4602,2,2,1,1,9,2,2,2,2
4603,2,3,1,1,1,2,1,3,2
4604,2,1,2,1,4,2,1,1,1
4605,2,2,2,1,1,1,2,2,1
4607,2,3,1,1,1,1,2,3,1
4608,2,3,1,1,1,1,3,3,2
4609,2,1,1,1,18,2,1,2,1
4610,2,2,2,1,9,1,3,2,2
4611,2,2,2,1,3,1,2,2,2
4612,2,1,1,2,3,1,1,1,2
4613,2,2,1,2,17,1,3,2,1
4614,2,1,2,1,1,1,2,2,2
4615,2,1,2,1,4,2,2,2,2
4617,2,1,2,1,2,1,2,2,1
4618,2,1,2,1,1,1,2,2,1
4619,1,3,1,2,2,1,3,1,2
4621,2,1,1,1,4,2,2,2,1
4623,1,3,2,1,1,2,2,2,1
4624,2,1,1,1,4,2,2,2,2
4625,2,3,2,1,1,1,3,3,2
4626,1,1,2,3,15,1,1,3,1
4628,2,2,2,1,1,2,2,2,1
4629,2,1,2,1,4,1,3,2,2
4630,2,2,2,1,3,2,2,2,1
4631,2,1,1,1,7,1,2,2,1
4632,1,1,1,1,7,1,3,3,2
4633,2,3,1,1,6,1,1,3,2
4636,2,1,1,2,8,1,1,3,1
4637,1,1,1,1,2,2,2,2,1
4638,1,1,2,1,1,2,2,2,1
4639,2,3,1,1,2,1,2,2,1
4640,2,1,2,1,6,2,3,3,2
4641,1,1,2,1,8,1,3,2,2
4643,2,1,1,1,1,2,2,3,1
4645,2,1,1,1,12,1,2,2,2
4646,2,1,1,1,9,2,3,2,1
4647,2,1,1,1,7,1,3,3,2
4648,2,2,1,1,1,1,2,2,1
4650,2,2,2,1,1,2,3,2,2
4651,2,1,1,1,2,1,2,2,2
4652,2,1,1,1,1,1,2,2,1
4653,2,1,2,1,6,1,2,2,1
4654,1,1,1,2,12,1,1,3,2
4656,2,2,1,1,4,1,3,2,2
4657,2,1,1,1,9,2,3,2,1
4658,1,1,2,1,4,1,2,2,1
4660,1,1,2,1,3,1,3,2,2
4661,2,1,1,2,11,1,1,3,2
4662,2,1,1,1,9,2,3,3,2
4663,1,3,2,5,4,2,3,3,2
4664,2,1,1,1,9,1,3,2,1
4665,2,3,1,2,13,1,1,1,2
4666,2,1,1,11,13,1,1,3,2
4667,1,2,2,1,1,2,2,2,1
4668,2,1,2,1,1,1,2,2,1
4669,2,1,1,1,3,1,2,2,1
4671,1,1,2,1,7,1,1,1,1
4672,2,1,1,1,16,2,1,3,2
4673,1,2,1,1,6,1,3,2,1
4674,2,1,1,2,7,1,3,1,2
4675,2,1,1,2,7,2,3,2,1
4676,1,3,2,1,2,1,3,3,1
4677,2,1,1,1,1,1,3,3,1
4679,2,1,1,1,5,1,1,3,1
4680,2,3,1,4,4,2,3,1,2
4682,2,2,1,1,5,1,2,2,1
4685,1,1,1,1,14,1,1,2,2
4686,2,3,1,1,2,1,1,1,2
4687,2,1,2,1,11,1,3,2,2
4688,2,1,2,4,11,2,1,3,2
4689,2,2,2,1,1,1,2,2,1
4690,2,2,2,1,2,2,3,2,1
4691,2,1,1,1,3,1,2,2,1
4692,2,3,1,1,1,1,3,3,2
4693,1,1,1,2,2,2,2,3,2
